WorkItemId,WorkItemName,RegressionCount
507161,CGI-002073 - KA flex : QG status should reflect the lowest status of a queue.,0
517254," [CGI-Helpdesk Incident# 11070019] - [BE-GNT NilfiskBE New Power] - [Item card – can't modify item] ",0
520008,"Baseline- Column ""Item Description"" and column ""Total #SKU opened replenishment queues per item"" are not displayed in Table  POWFlexLocationsToFlush",0
520174,CR 33319 table modifier,0
520443,CGI-002173 - GDYRETREAD - Error message creating new items,0
520440,CR 32870: update label source PRECUBING in live deb,0
519293,"CGI-002142 - GildanUS  - QV - Process Parameters KPI Volumes are 0. ",0
519295,CGI-002142 - GildanUS - Low number of units even with high number of queues,0
520661,CGI-002071 - newera UAT - Multicustomer api,0
518253,CGI-002071 - New Era - Resource not found for the segment 'lineParcels,1
520471,POW2API Sync not triggered,0
518423,CGI-002071 - New Era - No Data on Get stockChange Outbound,0
520610,"CGI-001862 - Decathlon - Update Power Setup card ",0
520609,CGI-001958 - DOGGL - Automation- Cancel Queue no 40449864,0
520748,CGI-001958 - DOGGL - Automation - Cancel Holder no,0
520638,CGI-001862 - Decathlon - update in the KTN Bridge list,0
520634,CGI-002140 - Payper - Update in KTN Bridge list,0
515036,"CGI TT - BASELINE - TST - BC - Unlink QG with status = waiting Queue goes to done ",0
520280,CGI-002250 - ACTIONWRO - Unable to finish putaway queue,0
514889,Boardriders - Cut off - PTO - Scheduled task goes in error,1
508704,CGI-002142 - GildanUS - Transfer interface lines are too slow,0
518801,ADEO ECOM - API - Outbound changes POW2API are not happening after Get Pow2API,1
516915,CGI-002142 - GildanUS - Cut off runs too slow : pop up when cut off with partial cancellation,0
520715,CGI-002071: inbound yaml not parsed missing sibling on array,0
514559,CGI-Helpdesk Incident# 11067423 - BE-KI Boardriders New Power - Cut off reserving Super Holders,0
520688,CGI-002137_PickDimension Not added In POWER Queue Group,0
518571,CGI-002253 - Ferrero Positive Release - Not able to do cut off for Type outbound Normal (just unrestricted goods),0
339556,CGI-001974 - IG UAT  - AUTOSTORE - not possible to scan item during Cycle Count (EL EDB-7089),3
457725,"CGI-001974 - IG HYPERCARE PRD - AUTOSTORE - Export each putaway mission in error ",0
518207,"CGI-002190 Zinzino PRD - 52 - Time one hour later in POWER Timeregistration ",0
517103,CGI-002190 Zinzino PRD - 45 - TTL queue in status Started,0
508970,CGI-Helpdesk Incident# 11061971 BE-GNT Stiga New Power,0
513274,CGI-Helpdesk Incident# 11067126 BE-KI Delonghi New Power,0
517333,CGI-002190 Zinzino PRD - 51 - Precubage picklist order is wrong. Order of lines should be according to the picking route not item number.,0
518377,CGI-002071 - NEW ERA UAT - INBOUND : No Data on Get stockChange Inbound,0
520562,CGI-002142 - GildanUS - Dataport 73611- POWER Location UPDATE no pickw is not updating after an import UAT,0
521266,"CGI-002190 Zinzino PRD - 60 - Queue group in status Started. But queues already done. Can it be set as Done? ",0
488736,CGI-001773 - KAZ - Stock correction with no country of origin,0
514303,CGI-001773 - KAZ - Cycle count error with lot number,0
515774,Kitchenaid - Type Queue Group: Flush,0
521220,"MODIFY Item Configuration - When Stackheight is modified in Item Configuration Details, it is not modified in POWApiItemConfiguration ",0
520755,"MODIFY Item Configuration - When TYPE MOVER is modified on the Item Card, it is not modified in the table POWApiItemConfiguration",0
521221,IG from Styra take too long to create related IF line,0
515091," [CGI-Helpdesk Problem# 11036] - [BE-KI Delonghi New Power] - [Assembly Cut Off – Missing Replenishment Queue Group] ",0
518578,CGI-002190 Zinzino PRD - 55 - Stocklines not archived,0
518482,CGI-002250 - Gildan - Packlist not sent to SADBEL,0
519016,Missing validations Item Config Detail measurements,0
518433,Change transportInboundsModified to transportsModified - elevate consistency,1
521384,CGI-002075 -WONDERBOX- Missing flows,0
486577,CGI-Helpdesk Problem# 11041 - VSG-IT - PROMESYS - Packing/Repack Time REG not correct,1
518298," CGI-Helpdesk Problem# 11042 - BOARDRIDERS - Inspection - Unhandled Exception due to Inspections",0
518251,"Wonderboxfar - MultiOrderPicking - Outbound does not cut off when we have mixed items in Outbound, but item MIXED does not exist in the item List",1
507757,CGI-002175 ManoMano PRD - 12 - Cannot print discharge list,1
521410,CR 33230 Config missing in FBP/FPFP,0
510248,CGI- 001998 - BDEF - DECLASSERING: specific asset picking visible in QG,0
514344,Missing validations Item Config Detail (Barcode),1
521389,CGI-002196 - Daikin - Remove LOT No from the stock table since it's causing the STKUPD message to fail,0
519899,TTL Queue not created after picking,1
521387,*2137 Z+ - Can't add record for SH in Pow holder Type,0
521808,CGI TT - Baseline - TST - BC - Packing a full box holder leads into error message [Quantity 10 not allowed],0
520245,"CGI-002239 - TeddyOne - Avoid that new orders modify the field ""Searchname"" in table ""Buyer""",0
519808,CGIPRM0032 Kawasaki E-Times - Regie Registration Issue,0
520581,"CGI-002250 - SERAX - ""Container No"" not sent to SADBEL (from TRO card)",0
512498,CGI-002250 - SERAX - Outgoing messages in error don't have descriptions,1
520549,Functional bug,0
518763,CGI-002273 - Skatepro - Queues are divided per Box dimension,0
519224,Change unit during Assemble TRO,0
518445,CGI-002071 - New Era - Picking Autolaunched after link to TRO,0
518784,"CGI-002273 - Skatepro - Queue group keys ",0
522241,CGI-002142 - GildanUS - Delete stock line for holder 482138,0
522169,CGI-002142 - GildanUS - SSCC is already received for this TRI - not received in ID - Cannot close TRI,0
521667,Modify Item Barcode - Is EAN13 Barcode,0
521458,"OMH- Error appears ""POWER ERROR- Sorry, we just updated this page. Reopen it, and try again"" during the execution of replenishment in RF.",0
518443,CGI-002071 - New Era - TTL not autolaunch after picking (HolderInformation to be triggered),0
514817,CGI-002185 - GKN AWD - CC Styra - Error message after confirming checkdigit,0
521360,Sync team data seems to have issues,0
514252,CGI-002075 - WONDERBOX - Cancelled Cycle count still in Styra,0
521321,CGI-002250 - ACTIONSUPHUB- STATUS IN PENDING / No work found on STYRA,1
507678,Promesys - Wage Cost Analysis CGI- 002259,0
522322,CGI-002239 - Teddy - Any Label print Error,0
522343,CGI-002239 - Teddy - RF Stock - Existing Stock (not working),0
